Proteome Id	Organism	Organism Id	Protein count	BUSCO	CPD	Genome assembly ID
UP000000423	Ureaplasma parvum serovar 3 (strain ATCC 700970)	273119	611	C:97.7%[S:97.7%,D:0.0%],F:0.0%,M:2.3%,n:174	Unknown	GCA_000006625.1
UP000000424	Chlamydia pneumoniae TW-183	182082	685	C:98.9%[S:98.9%,D:0.0%],F:0.8%,M:0.4%,n:533	Unknown	GCA_000007205.1
UP000000425	Neisseria meningitidis serogroup B (strain ATCC BAA-335 / MC58)	122586	2001	C:98.0%[S:96.3%,D:1.7%],F:0.2%,M:1.7%,n:804	Unknown	GCA_000008805.1
UP000000428	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	227882	7672	C:99.5%[S:99.2%,D:0.3%],F:0.2%,M:0.3%,n:1579	Unknown	GCA_000009765.2
UP000000429	Helicobacter pylori (strain ATCC 700392 / 26695) (Campylobacter pylori)	85962	1554	C:99.5%[S:99.5%,D:0.0%],F:0.3%,M:0.2%,n:628	Unknown	GCA_000008525.1
UP000000431	Chlamydia trachomatis serovar D (strain ATCC VR-885 / DSM 19411 / UW-3/Cx)	272561	895	C:98.9%[S:98.9%,D:0.0%],F:0.6%,M:0.6%,n:533	Unknown	GCA_000008725.1
UP000000432	Lactiplantibacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1) (Lactobacillus plantarum)	220668	3087	C:96.0%[S:95.5%,D:0.5%],F:0.0%,M:4.0%,n:402	Unknown	GCA_000203855.3
UP000000433	Dehalococcoides mccartyi (strain CBDB1)	255470	1454	C:98.9%[S:98.9%,D:0.0%],F:0.7%,M:0.4%,n:271	Unknown	GCA_000009025.1
UP000000439	Bifidobacterium longum (strain NCC 2705)	206672	1725	C:93.8%[S:92.8%,D:1.0%],F:0.7%,M:5.5%,n:292	Standard	GCA_000007525.1
UP000000440	Thermosynechococcus vestitus (strain NIES-2133 / IAM M-273 / BP-1)	197221	2451	C:96.8%[S:96.6%,D:0.1%],F:0.8%,M:2.5%,n:773	Unknown	GCA_000011345.1
UP000000442	Desulforapulum autotrophicum (strain ATCC 43914 / DSM 3382 / VKM B-1955 / HRM2) (Desulfobacterium autotrophicum)	177437	4846	C:98.7%[S:98.0%,D:0.7%],F:0.0%,M:1.3%,n:599	Unknown	GCA_000020365.1
UP000000444	Staphylococcus carnosus (strain TM300)	396513	2460	C:98.7%[S:98.7%,D:0.0%],F:1.1%,M:0.2%,n:450	Close to standard (low value)	GCA_000009405.1
UP000000445	Thermotoga neapolitana (strain ATCC 49049 / DSM 4359 / NBRC 107923 / NS-E)	309803	1937	C:96.4%[S:95.8%,D:0.6%],F:0.8%,M:2.8%,n:713	Unknown	GCA_000018945.1
UP000000447	Thermomicrobium roseum (strain ATCC 27502 / DSM 5159 / P-2)	309801	2858	C:92.7%[S:92.7%,D:0.0%],F:2.4%,M:4.8%,n:124	Unknown	GCA_000021685.1
UP000000448	Nautilia profundicola (strain ATCC BAA-1463 / DSM 18972 / AmH)	598659	1730	C:92.6%[S:92.4%,D:0.2%],F:0.7%,M:6.8%,n:591	Unknown	GCA_000021725.1
UP000000449	Streptococcus uberis (strain ATCC BAA-854 / 0140J)	218495	1760	C:96.0%[S:96.0%,D:0.0%],F:0.0%,M:4.0%,n:402	Unknown	GCA_000009545.1
UP000000450	Acidovorax ebreus (strain TPSY) (Diaphorobacter sp. (strain TPSY))	535289	3461	C:99.9%[S:99.4%,D:0.4%],F:0.0%,M:0.1%,n:688	Unknown	GCA_000022305.1
UP000000466	Simiduia agarivorans (strain DSM 21679 / JCM 13881 / BCRC 17597 / SA1)	1117647	3812	C:99.0%[S:98.8%,D:0.2%],F:0.3%,M:0.7%,n:913	Unknown	GCA_000305785.2
UP000000467	Thermacetogenium phaeum (strain ATCC BAA-254 / DSM 26808 / PB)	1089553	2803	C:97.7%[S:96.8%,D:0.8%],F:0.8%,M:1.5%,n:476	Unknown	GCA_000305935.1
UP000000483	Desulfobacca acetoxidans (strain ATCC 700848 / DSM 11109 / ASRB2)	880072	2859	C:96.5%[S:95.8%,D:0.8%],F:0.4%,M:3.1%,n:259	Unknown	GCA_000195295.1
UP000000485	Cellulomonas gilvus (strain ATCC 13127 / NRRL B-14078) (Cellvibrio gilvus)	593907	3153	C:99.4%[S:99.3%,D:0.2%],F:0.0%,M:0.6%,n:537	Unknown	GCA_000218545.1
UP000000492	Corynebacterium resistens (strain DSM 45100 / JCM 12819 / GTC 2026 / SICGH 158)	662755	2160	C:96.0%[S:96.0%,D:0.0%],F:0.9%,M:3.1%,n:743	Standard	GCA_000177535.2
UP000000493	Runella slithyformis (strain ATCC 29530 / DSM 19594 / LMG 11500 / NCIMB 11436 / LSU 4)	761193	5750	C:99.9%[S:99.5%,D:0.4%],F:0.0%,M:0.1%,n:768	Unknown	GCA_000218895.1
UP000000495	Parachlamydia acanthamoebae (strain UV7)	765952	2784	C:98.1%[S:97.4%,D:0.8%],F:0.4%,M:1.5%,n:533	Unknown	GCA_000253035.1
UP000000496	Simkania negevensis (strain ATCC VR-1471 / DSM 27360 / Z)	331113	2516	C:94.6%[S:93.4%,D:1.1%],F:0.0%,M:5.4%,n:533	Unknown	GCA_000237205.1
UP000000503	Gracilinema caldarium (strain ATCC 51460 / DSM 7334 / H1) (Treponema caldarium)	744872	2754	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:345	Unknown	GCA_000219725.1
UP000000528	Mycoplasmopsis pulmonis (strain UAB CTIP) (Mycoplasma pulmonis)	272635	778	C:100.0%[S:98.3%,D:1.7%],F:0.0%,M:0.0%,n:174	Unknown	GCA_000195875.1
UP000000529	Protochlamydia amoebophila (strain UWE25)	264201	1879	C:96.8%[S:96.6%,D:0.2%],F:0.8%,M:2.4%,n:533	Unknown	GCA_000011565.2
UP000000531	Staphylococcus epidermidis (strain ATCC 35984 / DSM 28319 / BCRC 17069 / CCUG 31568 / BM 3577 / RP62A)	176279	2492	C:99.8%[S:99.8%,D:0.0%],F:0.2%,M:0.0%,n:450	Unknown	GCA_000011925.1
UP000000532	Thermus thermophilus (strain ATCC 27634 / DSM 579 / HB8)	300852	2227	C:87.9%[S:87.9%,D:0.0%],F:4.0%,M:8.1%,n:124	Close to standard (low value)	GCA_000091545.1
UP000000535	Neisseria gonorrhoeae (strain ATCC 700825 / FA 1090)	242231	2106	C:97.6%[S:97.6%,D:0.0%],F:0.4%,M:2.0%,n:804	Unknown	GCA_000006845.1
UP000000537	Aliivibrio fischeri (strain ATCC 700601 / ES114) (Vibrio fischeri)	312309	3813	C:99.0%[S:99.0%,D:0.1%],F:0.4%,M:0.6%,n:1445	Unknown	GCA_000011805.1
UP000000545	Corynebacterium jeikeium (strain K411)	306537	2064	C:96.8%[S:96.4%,D:0.4%],F:0.7%,M:2.6%,n:743	Unknown	GCA_000006605.1
UP000000546	Psychrobacter arcticus (strain DSM 17307 / VKM B-2377 / 273-4)	259536	2099	C:96.4%[S:96.2%,D:0.3%],F:1.1%,M:2.5%,n:366	Unknown	GCA_000012305.1
UP000000549	Mycoplasmopsis synoviae (strain 53) (Mycoplasma synoviae)	262723	679	C:98.9%[S:98.3%,D:0.6%],F:1.1%,M:0.0%,n:174	Unknown	GCA_000008245.1
UP000000555	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	273068	2545	C:98.3%[S:97.7%,D:0.6%],F:0.0%,M:1.7%,n:476	Unknown	GCA_000007085.1
UP000000556	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / CFBP 8728 / NCIMB 11950 / KT2440)	160488	5527	C:99.7%[S:99.2%,D:0.5%],F:0.0%,M:0.3%,n:782	Unknown	GCA_000007565.2
UP000000557	Gloeobacter violaceus (strain ATCC 29082 / PCC 7421)	251221	4406	C:91.8%[S:89.9%,D:1.9%],F:0.8%,M:7.4%,n:773	Unknown	GCA_000011385.1
UP000000558	Escherichia coli O157:H7	83334	5057	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:440	Unknown	GCA_000008865.2
UP000000566	Parabacteroides distasonis (strain ATCC 8503 / DSM 20701 / CIP 104284 / JCM 5825 / NCTC 11152)	435591	3830	C:99.6%[S:99.1%,D:0.6%],F:0.0%,M:0.4%,n:541	Unknown	GCA_000012845.1
UP000000577	Geobacter sulfurreducens (strain ATCC 51573 / DSM 12127 / PCA)	243231	3402	C:97.6%[S:97.6%,D:0.0%],F:1.6%,M:0.8%,n:124	Unknown	GCA_000007985.2
UP000000580	Mycolicibacterium paratuberculosis (strain ATCC BAA-968 / K-10) (Mycobacterium paratuberculosis)	262316	4316	C:98.1%[S:98.1%,D:0.0%],F:0.3%,M:1.6%,n:743	Unknown	GCA_000007865.1
UP000000582	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / BCRC 11384 / CCUG 27702 / LMG 3730 / NBRC 12168 / NCIMB 10025 / NRRL B-2784 / 534)	196627	3093	C:99.3%[S:99.2%,D:0.1%],F:0.1%,M:0.5%,n:743	Unknown	GCA_000011325.1
UP000000584	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	243277	3781	C:98.4%[S:98.4%,D:0.0%],F:0.3%,M:1.3%,n:1445	Unknown	GCA_000006745.1
UP000000585	Streptococcus pneumoniae serotype 4 (strain ATCC BAA-334 / TIGR4)	170187	2109	C:98.8%[S:98.8%,D:0.0%],F:0.2%,M:1.0%,n:402	Unknown	GCA_000006885.1
UP000000586	Streptococcus pneumoniae (strain ATCC BAA-255 / R6)	171101	2031	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:402	Unknown	GCA_000007045.1
UP000000588	Porphyromonas gingivalis (strain ATCC BAA-308 / W83)	242619	1863	C:97.0%[S:96.9%,D:0.2%],F:0.2%,M:2.8%,n:541	Unknown	GCA_000007585.1
UP000000593	Photobacterium profundum (strain SS9)	298386	5328	C:97.8%[S:97.4%,D:0.4%],F:0.7%,M:1.5%,n:1445	Unknown	GCA_000196255.1
UP000000594	Bacillus anthracis	1392	5493	C:99.1%[S:98.2%,D:0.9%],F:0.2%,M:0.7%,n:450	Standard	GCA_000008445.1
UP000000602	Desulfotalea psychrophila (strain LSv54 / DSM 12343)	177439	3233	C:89.5%[S:89.5%,D:0.0%],F:3.2%,M:7.3%,n:124	Unknown	GCA_000025945.1
UP000000605	Burkholderia pseudomallei (strain K96243)	272560	5717	C:100.0%[S:99.7%,D:0.3%],F:0.0%,M:0.0%,n:688	Unknown	GCA_000011545.1
UP000000606	Bacillus licheniformis (strain ATCC 14580 / DSM 13 / JCM 2505 / CCUG 7422 / NBRC 12200 / NCIMB 9375 / NCTC 10341 / NRRL NRS-1264 / Gibson 46)	279010	4164	C:99.8%[S:99.3%,D:0.4%],F:0.0%,M:0.2%,n:450	Unknown	GCA_000011645.1
UP000000607	Mannheimia succiniciproducens (strain KCTC 0769BP / MBEL55E)	221988	2367	C:98.1%[S:97.8%,D:0.3%],F:0.5%,M:1.5%,n:1100	Unknown	GCA_000007745.1
UP000000609	Legionella pneumophila subsp. pneumophila (strain Philadelphia 1 / ATCC 33152 / DSM 7513)	272624	2930	C:98.1%[S:98.1%,D:0.0%],F:0.5%,M:1.4%,n:772	Unknown	GCA_000008485.1
UP000000611	Borrelia duttonii (strain Ly)	412419	1287	C:100.0%[S:99.1%,D:0.9%],F:0.0%,M:0.0%,n:345	Unknown	GCA_000019685.1
UP000000612	Borrelia recurrentis (strain A1)	412418	977	C:99.1%[S:98.8%,D:0.3%],F:0.0%,M:0.9%,n:345	Unknown	GCA_000019705.1
UP000000628	Jonesia denitrificans (strain ATCC 14870 / DSM 20603 / BCRC 15368 / CIP 55.134 / JCM 11481 / NBRC 15587 / NCTC 10816 / Prevot 55134) (Listeria denitrificans)	471856	2495	C:98.5%[S:98.3%,D:0.2%],F:0.2%,M:1.3%,n:537	Unknown	GCA_000024065.1
UP000000630	Anaplasma centrale (strain Israel) (Anaplasma marginale subsp. centrale (strain Israel))	574556	919	C:99.7%[S:99.7%,D:0.0%],F:0.0%,M:0.3%,n:364	Standard	GCA_000024505.1
UP000000637	Paenarthrobacter aurescens (strain TC1)	290340	4565	C:98.1%[S:97.2%,D:0.9%],F:0.4%,M:1.5%,n:537	Unknown	GCA_000014925.1
UP000000639	Psychromonas ingrahamii (strain DSM 17664 / CCUG 51855 / 37)	357804	3530	C:95.9%[S:94.5%,D:1.3%],F:0.0%,M:4.1%,n:820	Unknown	GCA_000015285.1
UP000000644	Polaromonas naphthalenivorans (strain CJ2)	365044	4879	C:99.6%[S:98.7%,D:0.9%],F:0.0%,M:0.4%,n:688	Standard	GCA_000015505.1
UP000000647	Halorhodospira halophila (strain DSM 244 / SL1) (Ectothiorhodospira halophila (strain DSM 244 / SL1))	349124	2406	C:97.9%[S:97.1%,D:0.8%],F:0.2%,M:2.0%,n:652	Unknown	GCA_000015585.1
UP000000657	Frankia alni (strain DSM 45986 / CECT 9034 / ACN14a)	326424	6710	C:95.2%[S:93.8%,D:1.4%],F:2.1%,M:2.7%,n:292	Unknown	GCA_000058485.1
UP000000662	Burkholderia ambifaria (strain ATCC BAA-244 / DSM 16087 / CCUG 44356 / LMG 19182 / AMMD) (Burkholderia cepacia (strain AMMD))	339670	6600	C:99.9%[S:99.3%,D:0.6%],F:0.0%,M:0.1%,n:688	Standard	GCA_000203915.1
UP000000683	Alteromonas naphthalenivorans	715451	4342	C:99.9%[S:99.9%,D:0.0%],F:0.0%,M:0.1%,n:820	Unknown	GCA_000213655.1
UP000000684	Shewanella frigidimarina (strain NCIMB 400)	318167	3990	C:99.4%[S:99.1%,D:0.2%],F:0.5%,M:0.1%,n:820	Unknown	GCA_000014705.1
UP000000686	Pseudomonas fulva (strain 12-X)	743720	4459	C:99.6%[S:99.2%,D:0.4%],F:0.0%,M:0.4%,n:782	Unknown	GCA_000213805.1
UP000000692	Ketogulonicigenium vulgare (strain WSH-001)	759362	3049	C:86.0%[S:85.4%,D:0.6%],F:0.6%,M:13.4%,n:833	Unknown	GCA_000223375.1
UP000000716	Exiguobacterium sp. (strain ATCC BAA-1283 / AT1b)	360911	3020	C:98.4%[S:98.2%,D:0.2%],F:0.0%,M:1.6%,n:450	Unknown	GCA_000023045.1
UP000000718	Thermodesulfovibrio yellowstonii (strain ATCC 51303 / DSM 11347 / YP87)	289376	1982	C:94.4%[S:89.5%,D:4.8%],F:2.4%,M:3.2%,n:124	Unknown	GCA_000020985.1
UP000000719	Halothermothrix orenii (strain H 168 / OCM 544 / DSM 9562)	373903	2324	C:95.1%[S:93.1%,D:2.0%],F:0.8%,M:4.0%,n:247	Unknown	GCA_000020485.1
UP000000723	Azobacteroides pseudotrichonymphae genomovar. CFP2	511995	847	C:75.6%[S:75.4%,D:0.2%],F:0.4%,M:24.0%,n:541	Unknown	GCA_000010645.1
UP000000738	Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / CCM 169 / CCUG 5858 / IAM 1056 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus)	465515	2207	C:98.1%[S:98.0%,D:0.2%],F:0.6%,M:1.3%,n:537	Unknown	GCA_000023205.1
UP000000739	Desulfatibacillum aliphaticivorans	218208	5198	C:98.7%[S:97.5%,D:1.2%],F:0.0%,M:1.3%,n:599	Unknown	GCA_000021905.1
UP000000745	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CCUG 18766 / IAM 14443 / JCM 21226 / LMG 7866 / NBRC 102419 / NCTC 12128 / CDC 0568-73)	585054	4309	C:99.5%[S:99.1%,D:0.5%],F:0.0%,M:0.5%,n:440	Unknown	GCA_000026225.1
UP000000746	Escherichia coli (strain 55989 / EAEC)	585055	4797	C:99.5%[S:99.1%,D:0.5%],F:0.0%,M:0.5%,n:440	Unknown	GCA_000026245.1
UP000000747	Escherichia coli O45:K1 (strain S88 / ExPEC)	585035	4805	C:99.5%[S:99.1%,D:0.5%],F:0.0%,M:0.5%,n:440	Standard	GCA_000026285.2
UP000000750	Streptococcus pyogenes serotype M1	301447	1690	C:96.8%[S:96.5%,D:0.2%],F:0.5%,M:2.7%,n:402	Unknown	GCA_000006785.2
UP000000753	Shewanella piezotolerans (strain WP3 / JCM 13877)	225849	4898	C:99.0%[S:98.8%,D:0.2%],F:0.7%,M:0.2%,n:820	Unknown	GCA_000014885.1
UP000000756	Aeromonas hydrophila subsp. hydrophila (strain ATCC 7966 / DSM 30187 / BCRC 13018 / CCUG 14551 / JCM 1027 / KCTC 2358 / NCIMB 9240 / NCTC 8049)	380703	4121	C:100.0%[S:99.5%,D:0.5%],F:0.0%,M:0.0%,n:366	Standard	GCA_000014805.1
UP000000757	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	246196	6603	C:98.3%[S:97.2%,D:1.1%],F:0.0%,M:1.7%,n:743	Unknown	GCA_000015005.1
UP000000762	Francisella tularensis subsp. novicida (strain U112)	401614	1719	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:491	Unknown	GCA_000014645.1
UP000000771	Acidimicrobium ferrooxidans (strain DSM 10331 / JCM 15462 / NBRC 103882 / ICP)	525909	1935	C:69.7%[S:68.8%,D:0.8%],F:3.4%,M:27.0%,n:356	Unknown	GCA_000023265.1
UP000000774	Oenococcus oeni (strain ATCC BAA-331 / PSU-1)	203123	1682	C:91.3%[S:91.3%,D:0.0%],F:1.0%,M:7.7%,n:402	Close to standard (low value)	GCA_000014385.1
UP000000775	Helicobacter acinonychis (strain Sheeba)	382638	1596	C:98.4%[S:98.2%,D:0.2%],F:0.2%,M:1.4%,n:628	Unknown	GCA_000009305.1
UP000000784	Delftia acidovorans (strain DSM 14801 / SPH-1)	398578	5968	C:99.4%[S:99.4%,D:0.0%],F:0.0%,M:0.6%,n:688	Unknown	GCA_000018665.1
UP000000787	Herpetosiphon aurantiacus (strain ATCC 23779 / DSM 785 / 114-95)	316274	5254	C:99.3%[S:99.3%,D:0.0%],F:0.7%,M:0.0%,n:271	Unknown	GCA_000018565.1
UP000000788	Prochlorococcus marinus (strain MIT 9211)	93059	1855	C:99.4%[S:99.4%,D:0.0%],F:0.1%,M:0.5%,n:788	Unknown	GCA_000018585.1
UP000000789	Petrotoga mobilis (strain DSM 10674 / SJ95)	403833	1890	C:94.2%[S:93.5%,D:0.7%],F:0.1%,M:5.6%,n:713	Unknown	GCA_000018605.1
UP000000796	Rickettsia rickettsii (strain Iowa)	452659	1384	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:364	Unknown	GCA_000017445.3
UP000000798	Aquifex aeolicus (strain VF5)	224324	1553	C:97.4%[S:97.1%,D:0.4%],F:0.9%,M:1.6%,n:549	Unknown	GCA_000008625.1
UP000000799	Campylobacter jejuni subsp. jejuni serotype O:2 (strain ATCC 700819 / NCTC 11168)	192222	1623	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:628	Unknown	GCA_000009085.1
UP000000800	Chlamydia muridarum (strain MoPn / Nigg)	243161	915	C:98.1%[S:98.1%,D:0.0%],F:0.0%,M:1.9%,n:533	Unknown	GCA_000006685.1
UP000000806	Mycobacterium leprae (strain TN)	272631	1603	C:88.0%[S:88.0%,D:0.0%],F:0.5%,M:11.4%,n:743	Unknown	GCA_000195855.1
UP000000808	Mycoplasma pneumoniae (strain ATCC 29342 / M129 / Subtype 1) (Mycoplasmoides pneumoniae)	272634	686	C:97.3%[S:97.3%,D:0.0%],F:0.7%,M:2.0%,n:150	Outlier (low value)	GCA_000027345.1
UP000000809	Pasteurella multocida (strain Pm70)	272843	2007	C:99.9%[S:99.6%,D:0.3%],F:0.0%,M:0.1%,n:1100	Unknown	GCA_000006825.1
UP000000811	Treponema pallidum (strain Nichols)	243276	1027	C:91.0%[S:91.0%,D:0.0%],F:1.2%,M:7.8%,n:345	Standard	GCA_000008605.1
UP000000813	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	176299	5344	C:99.4%[S:99.1%,D:0.3%],F:0.1%,M:0.5%,n:1937	Unknown	GCA_000092025.1
UP000000814	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / IAM 19013 / LMG 5710 / NBRC 13948 / NRRL B-527 / VKM B-1787 / 2291 / W)	272562	3847	C:99.2%[S:98.5%,D:0.8%],F:0.4%,M:0.4%,n:264	Standard	GCA_000008765.1
UP000000815	Yersinia pestis	632	3909	C:99.8%[S:99.5%,D:0.2%],F:0.0%,M:0.2%,n:440	Unknown	GCA_000009065.1
UP000000817	Listeria monocytogenes serovar 1/2a (strain ATCC BAA-679 / EGD-e)	169963	2844	C:96.7%[S:96.2%,D:0.4%],F:0.0%,M:3.3%,n:450	Unknown	GCA_000196035.1
UP000000818	Clostridium perfringens (strain 13 / Type A)	195102	2721	C:99.2%[S:98.9%,D:0.4%],F:0.8%,M:0.0%,n:264	Unknown	GCA_000009685.1
UP000000821	Streptococcus agalactiae serotype V (strain ATCC BAA-611 / 2603 V/R)	208435	2105	C:98.5%[S:98.3%,D:0.2%],F:0.2%,M:1.2%,n:402	Close to standard (high value)	GCA_000007265.1
UP000000822	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	221109	3490	C:99.8%[S:99.8%,D:0.0%],F:0.0%,M:0.2%,n:450	Unknown	GCA_000011245.1
UP000000841	Saccharomonospora viridis (strain ATCC 15386 / DSM 43017 / JCM 3036 / CCUG 5913 / NBRC 12207 / NCIMB 9602 / P101) (Thermoactinomyces viridis)	471857	3828	C:100.0%[S:100.0%,D:0.0%],F:0.0%,M:0.0%,n:292	Close to standard (low value)	GCA_000023865.1
UP000000844	Stackebrandtia nassauensis (strain DSM 44728 / CIP 108903 / NRRL B-16338 / NBRC 102104 / LLR-40K-21)	446470	6379	C:98.6%[S:97.6%,D:1.0%],F:0.0%,M:1.4%,n:292	Unknown	GCA_000024545.1
UP000000845	Sebaldella termitidis (strain ATCC 33386 / NCTC 11300)	526218	4124	C:98.4%[S:96.7%,D:1.8%],F:0.2%,M:1.4%,n:510	Unknown	GCA_000024405.1
UP000000849	Cellulomonas flavigena (strain ATCC 482 / DSM 20109 / BCRC 11376 / JCM 18109 / NBRC 3775 / NCIMB 8073 / NRS 134)	446466	3673	C:99.6%[S:98.9%,D:0.7%],F:0.0%,M:0.4%,n:537	Unknown	GCA_000092865.1
UP000000851	Catenulispora acidiphila (strain DSM 44928 / JCM 14897 / NBRC 102108 / NRRL B-24433 / ID139908)	479433	8909	C:100.0%[S:99.0%,D:1.0%],F:0.0%,M:0.0%,n:292	Unknown	GCA_000024025.1
UP000000852	Pedobacter heparinus (strain ATCC 13125 / DSM 2366 / CIP 104194 / JCM 7457 / NBRC 12017 / NCIMB 9290 / NRRL B-14731 / HIM 762-3)	485917	4249	C:99.4%[S:99.3%,D:0.2%],F:0.2%,M:0.4%,n:1068	Standard	GCA_000023825.1
UP000000925	Coraliomargarita akajimensis (strain DSM 45221 / IAM 15411 / JCM 23193 / KCTC 12865 / 04OKA010-24)	583355	3110	C:99.6%[S:99.6%,D:0.0%],F:0.0%,M:0.4%,n:471	Unknown	GCA_000025905.1
UP000000927	Xylanibacter ruminicola (strain ATCC 19189 / DSM 19721 / CIP 105475 / JCM 8958 / 23) (Prevotella ruminicola)	264731	2761	C:99.6%[S:98.9%,D:0.7%],F:0.0%,M:0.4%,n:541	Unknown	GCA_000025925.1
UP000000935	Priestia megaterium (strain ATCC 12872 / QMB1551) (Bacillus megaterium)	545693	5606	C:99.8%[S:97.8%,D:2.0%],F:0.0%,M:0.2%,n:450	Unknown	GCA_000025825.1
UP000000936	Propionibacterium freudenreichii subsp. shermanii (strain ATCC 9614 / DSM 4902 / CIP 103027 / NCIMB 8099 / CIRM-BIA1)	754252	2310	C:96.5%[S:95.8%,D:0.6%],F:0.2%,M:3.4%,n:649	Unknown	GCA_000091725.1
UP000000939	Arcobacter nitrofigilis (strain ATCC 33309 / DSM 7299 / CCUG 15893 / LMG 7604 / NCTC 12251 / CI) (Campylobacter nitrofigilis)	572480	3125	C:98.1%[S:95.2%,D:2.9%],F:0.3%,M:1.6%,n:628	Unknown	GCA_000092245.1
UP000000940	Thermotoga petrophila (strain ATCC BAA-489 / DSM 13996 / JCM 10882 / RKU-10) (Thermotoga naphthophila)	590168	1765	C:98.6%[S:98.3%,D:0.3%],F:0.0%,M:1.4%,n:713	Unknown	GCA_000025105.1
UP000000954	Cryptobacterium curtum (strain ATCC 700683 / DSM 15641 / CCUG 43107 / 12-3)	469378	1355	C:98.6%[S:98.6%,D:0.0%],F:0.0%,M:1.4%,n:422	Outlier (low value)	GCA_000023845.1
UP000000960	Lancefieldella parvula (strain ATCC 33793 / DSM 20469 / CCUG 32760 / JCM 10300 / KCTC 3663 / VPI 0546 / 1246) (Atopobium parvulum)	521095	1353	C:99.3%[S:99.3%,D:0.0%],F:0.2%,M:0.5%,n:548	Unknown	GCA_000024225.1
UP000001006	Shigella flexneri	623	4103	C:98.9%[S:98.6%,D:0.2%],F:0.5%,M:0.7%,n:440	Unknown	GCA_000006925.2
UP000001007	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)	194439	2250	C:98.7%[S:98.5%,D:0.2%],F:0.6%,M:0.7%,n:1160	Unknown	GCA_000006985.1
UP000001010	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)	190485	4127	C:99.7%[S:99.7%,D:0.0%],F:0.3%,M:0.0%,n:1152	Unknown	GCA_000007145.1
UP000001012	Chlamydia abortus (strain DSM 27085 / S26/3) (Chlamydophila abortus)	218497	932	C:99.2%[S:99.2%,D:0.0%],F:0.0%,M:0.8%,n:533	Unknown	GCA_000026025.1
UP000001014	Salmonella typhimurium (strain LT2 / SGSC1412 / ATCC 700720)	99287	4533	C:100.0%[S:99.8%,D:0.2%],F:0.0%,M:0.0%,n:440	Standard	GCA_000006945.2
UP000001016	Mycoplasma mycoides subsp. mycoides SC (strain CCUG 32753 / NCTC 10114 / PG1)	272632	978	C:96.6%[S:96.0%,D:0.6%],F:0.6%,M:2.9%,n:174	Close to standard (high value)	GCA_000011445.1
UP000001020	Mycobacterium tuberculosis (strain CDC 1551 / Oshkosh)	83331	4204	C:98.4%[S:98.0%,D:0.4%],F:0.4%,M:1.2%,n:743	Unknown	GCA_000008585.1
UP000001021	Ehrlichia ruminantium (strain Welgevonden)	254945	957	C:99.2%[S:99.2%,D:0.0%],F:0.3%,M:0.5%,n:364	Unknown	GCA_000050425.1
UP000001022	Haemophilus ducreyi (strain 35000HP / ATCC 700724)	233412	1694	C:88.4%[S:88.3%,D:0.1%],F:0.1%,M:11.5%,n:1100	Standard	GCA_000007945.1
UP000001023	Ruegeria pomeroyi (strain ATCC 700808 / DSM 15171 / DSS-3) (Silicibacter pomeroyi)	246200	4269	C:99.9%[S:99.6%,D:0.2%],F:0.0%,M:0.1%,n:833	Close to standard (high value)	GCA_000011965.2
UP000001025	Rhodopirellula baltica (strain DSM 10527 / NCIMB 13988 / SH1)	243090	7271	C:99.1%[S:99.1%,D:0.0%],F:0.4%,M:0.5%,n:571	Unknown	GCA_000196115.1
UP000001029	Elusimicrobium minutum (strain Pei191)	445932	1528	C:85.5%[S:84.7%,D:0.8%],F:7.3%,M:7.3%,n:124	Unknown	GCA_000020145.1
