GCF_ID,Ku_IDs,LigD_IDs,Plasmid_IDs,Chromosome_IDs,Plasmid_number,Chromosome_number,Ku_plasmid_IDs,Ku_chromosome_IDs,Ku_absent_status,LigD_plasmid_IDs,LigD_chromosome_IDs,LigD_absent_status,NHEJ_status_verbose,NHEJ_status_ordinal,NCBI_Taxon_ID,Tax_ID2,Bacteria_name,Phylum_name,Phylum_subphylum_name,Genome_size,rRNA_copy_number,GC_content,Conv_non-conv_ligd_status
GCF_001697165.1_ASM169716v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012393.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,487,487,Neisseria meningitidis strain DE8555,Proteobacteria,Proteobacteria-Betaproteobacteria,2207932,4,52,No-LigD-domains
GCF_000013345.1_ASM1334v1,WP_011438179.1:9-182,NA-LigD,NA-plasmid,NC_007777.1,0,1,-,WP_011438179.1,-,-,-,NA-Lig,Ku-only,1,106370,106370,Frankia sp. CcI3,Actinobacteria,Actinobacteria-Frankiales,5433628,2,70,No-LigD-domains
GCF_000214195.1_ASM21419v1,NA-Ku,NA-LigD,NA-plasmid,NC_015566.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,768490,768490,Serratia sp. AS12,Proteobacteria,Proteobacteria-Gammaproteobacteria,5443009,7,56,No-LigD-domains
GCF_001719185.1_ASM171918v1,WP_003245346.1:9-176,"WP_010886495.1,lig:9-225|pol:326-562",NA-plasmid,NZ_CP017070.1,0,1,-,WP_003245346.1,-,-,WP_010886495.1,-,Yes-NHEJ,3,79881,79881,Bacillus gibsonii strain FJAT-10019,Firmicutes,Firmicutes-Bacilli,4100094,10,44,Yes-NHEJ-lig-pol-same_prot
GCF_000010845.1_ASM1084v1,NA-Ku,NA-LigD,NC_017101.1@NC_017118.1@NC_017119.1@NC_017142.1@NC_017120.1@NC_017109.1,NC_017100.1,6,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,634453,438,Acetobacter pasteurianus IFO 3283-03 plasmid pAPA03-060 DNA,Proteobacteria,Proteobacteria-Alphaproteobacteria,2907287,5,53,No-LigD-domains
GCF_000987865.1_ASM98786v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP011309.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,92706,92706,[Brevibacterium] flavum strain ATCC 15168,Actinobacteria,Actinobacteria-Corynebacteriales,3338699,6,54,No-LigD-domains
GCF_001886515.1_ASM188651v1,WP_071949356.1:9-192,"WP_071947999.1,pol:8-256;WP_071949358.1,pe:301-442|lig:464-760|pol:16-261;WP_071950254.1,pol:15-263;WP_071946630.1,lig:204-446;WP_071948786.1,lig:11-261",NA-plasmid,NZ_CP018043.1,0,1,-,WP_071949356.1,-,-,WP_071946630.1;WP_071947999.1;WP_071948786.1;WP_071950254.1;WP_071949358.1,-,Yes-NHEJ,3,1920667,1920667,Mycobacterium sp. WY10,Actinobacteria,Actinobacteria-Corynebacteriales,6041408,2,66,Yes-NHEJ-all-same-prot
GCF_000833535.1_ASM83353v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP010290.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,177416,263,Francisella tularensis subsp. tularensis SCHU S4,Proteobacteria,Proteobacteria-Gammaproteobacteria,1892789,3,32,No-LigD-domains
GCF_001901315.1_ASM190131v1,NA-Ku,NA-LigD,NZ_CP010227.1,NZ_CP010226.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain S1 plasmid A,Proteobacteria,Proteobacteria-Gammaproteobacteria,4702107,7,51,No-LigD-domains
GCF_001307725.1_ASM130772v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP011447.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,520,520,Bordetella pertussis strain B3913,Proteobacteria,Proteobacteria-Betaproteobacteria,4109548,3,68,No-LigD-domains
GCF_001890305.1_ASM189030v1,NA-Ku,NA-LigD,NZ_CP018248.1,NZ_CP018247.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,562,562,Escherichia coli strain 7784 plasmid pO157,Proteobacteria,Proteobacteria-Gammaproteobacteria,5370710,7,51,No-LigD-domains
GCF_000006965.1_ASM696v1,NP_437773.1:14-179;NP_437933.1:12-175;NP_435471.1:13-178;NP_437774.1:14-178,"NP_435468.1,lig:1-37|pol:108-233;NP_435470.1,lig:41-333;NP_437156.1,lig:65-352|pol:385-607;NP_437750.1,lig:24-313;NP_386849.1,pe:10-165|lig:243-539|pol:577-821;NP_436551.1,lig:41-343;NP_435467.1,pe:10-164|lig:249-508;NP_437932.1,pe:8-160|lig:238-513|pol:536-776;NP_387014.1,lig:220-466",NC_003037.1@NC_003078.1,NC_003047.1,2,1,NP_435471.1;NP_437773.1;NP_437774.1;NP_437933.1,-,-,NP_435467.1;NP_435468.1;NP_435470.1;NP_436551.1;NP_437156.1;NP_437750.1;NP_437932.1,NP_386849.1;NP_387014.1,-,Yes-NHEJ,3,266834,382,Sinorhizobium meliloti 1021 plasmid pSymB,Proteobacteria,Proteobacteria-Alphaproteobacteria,3654135,3,63,Yes-NHEJ-all-same-prot
GCF_000019065.1_ASM1906v1,WP_009052809.1:9-188,"WP_009052810.1,lig:10-293",NA-plasmid,NC_010320.1,0,1,-,WP_009052809.1,-,-,WP_009052810.1,-,Yes-NHEJ,3,399726,399726,Thermoanaerobacter sp. X514,Firmicutes,Firmicutes-Clostridia,2457259,4,35,Yes-NHEJ-lig-no-pol
GCF_000623615.2_ASM62361v2,NA-Ku,NA-LigD,NA-plasmid,NZ_CP007280.2,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1412487,28901,Salmonella enterica subsp. enterica serovar Enteritidis str. SA19960848,Proteobacteria,Proteobacteria-Gammaproteobacteria,4685848,7,52,No-LigD-domains
GCF_000412695.1_ASM41269v1,NA-Ku,NA-LigD,NC_021506.1,NC_021499.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1245471,53412,Pseudomonas resinovorans NBRC 106553 plasmid pCAR1.3 DNA,Proteobacteria,Proteobacteria-Gammaproteobacteria,6285863,5,66,No-LigD-domains
GCF_001628715.1_ASM162871v1,NA-Ku,NA-LigD,NZ_CP011121.1@NZ_CP011122.1@NZ_CP011123.1,NZ_CP011120.1,3,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1633874,1633874,Acetobacter sp. SLV-7 plasmid unnamed3,Proteobacteria,Proteobacteria-Alphaproteobacteria,2799488,5,52,No-LigD-domains
GCF_001900265.1_ASM190026v1,WP_003100825.1:10-195,"WP_009876372.1,pe:9-162|lig:219-521|pol:549-792",NA-plasmid,NZ_CP013479.1,0,1,-,WP_003100825.1,-,-,WP_009876372.1,-,Yes-NHEJ,3,287,287,Pseudomonas aeruginosa strain NHmuc,Proteobacteria,Proteobacteria-Gammaproteobacteria,6213276,4,67,Yes-NHEJ-all-same-prot
GCF_000954135.1_ASM95413v2,WP_045786069.1:10-196,"WP_045786068.1,pe:7-170|lig:235-539|pol:580-825;WP_045219292.1,lig:231-483",NZ_CP010801.1,NZ_CP010799.1@NZ_CP010800.1,1,2,-,WP_045786069.1,-,-,WP_045786068.1;WP_045219292.1,-,Yes-NHEJ,3,105219,105219,Ralstonia mannitolilytica strain SN82F48 plasmid pRMAN01,Proteobacteria,Proteobacteria-Betaproteobacteria,8385658,2,66,Yes-NHEJ-all-same-prot
GCF_001623725.1_ASM162372v1,NA-Ku,NA-LigD,NZ_CP014970.1,NZ_CP014969.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1454630,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. USDA-ARS-USMARC-1808 plasmid pSTY1-1808,Proteobacteria,Proteobacteria-Gammaproteobacteria,4936894,7,52,No-LigD-domains
GCF_000009525.1_ASM952v1,NA-Ku,NA-LigD,NA-plasmid,NC_011274.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,550538,28901,Salmonella enterica subsp. enterica serovar Gallinarum str. 287/91 complete genome,Proteobacteria,Proteobacteria-Gammaproteobacteria,4658697,7,52,No-LigD-domains
GCF_001643975.1_ASM164397v1,NA-Ku,"WP_063997830.1,lig:88-230",NA-plasmid,NZ_CP015576.1,0,1,-,-,NA-Ku,-,WP_063997830.1,-,Lig-only,2,91353,198,Campylobacter hyointestinalis subsp. lawsonii strain LMG 15993,Proteobacteria,Proteobacteria-Epsilonproteobacteria,1753277,3,34,LigD-only-lig-no-pol
GCF_001886795.1_ASM188679v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP017457.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,91892,446,Legionella pneumophila subsp. fraseri strain Detroit-1,Proteobacteria,Proteobacteria-Gammaproteobacteria,3515377,3,38,No-LigD-domains
GCF_000948075.1_ASM94807v1,NA-Ku,"WP_044756921.1,lig:227-473",NA-plasmid,NZ_CP007166.1,0,1,-,-,NA-Ku,-,WP_044756921.1,-,Lig-only,2,1458476,347,Xanthomonas oryzae pv. oryzae PXO86,Proteobacteria,Proteobacteria-Gammaproteobacteria,5016623,2,64,LigD-only-lig-no-pol
GCF_000758725.1_ASM75872v1,WP_038568938.1:9-191,"WP_038568937.1,lig:15-299;WP_036676536.1,pol:17-253",NA-plasmid,NZ_CP009428.1,0,1,-,WP_038568938.1,-,-,WP_036676536.1;WP_038568937.1,-,Yes-NHEJ,3,189426,189426,Paenibacillus odorifer strain DSM 15391,Firmicutes,Firmicutes-Bacilli,6812473,10,44,Yes-NHEJ-lig-pol-diff-prot
GCF_000832885.1_ASM83288v1,NA-Ku,NA-LigD,NZ_CP009650.1@NZ_CP009649.1@NZ_CP009648.1@NZ_CP009647.1@NZ_CP009645.1@NZ_CP009646.1,NZ_CP009651.1,6,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,412694,1428,Bacillus thuringiensis strain Al Hakam plasmid pBTZ_6,Firmicutes,Firmicutes-Bacilli,5229095,14,36,No-LigD-domains
GCF_000010925.1_ASM1092v1,NA-Ku,NA-LigD,NC_017134.1@NC_017149.1@NC_017135.1@NC_017102.1@NC_017103.1@NC_017112.1,NC_017111.1,6,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,634457,438,Acetobacter pasteurianus IFO 3283-32 plasmid pAPA32-060 DNA,Proteobacteria,Proteobacteria-Alphaproteobacteria,2904642,5,53,No-LigD-domains
GCF_000219705.1_ASM21970v1,WP_013972637.1:10-195,"WP_013973943.1,lig:230-421;WP_013972632.1,pe:6-160|lig:217-517|pol:544-784",NA-plasmid,NC_015733.1,0,1,-,WP_013972637.1,-,-,WP_013972632.1;WP_013973943.1,-,Yes-NHEJ,3,1042876,303,Pseudomonas putida S16,Proteobacteria,Proteobacteria-Gammaproteobacteria,5984790,6,62,Yes-NHEJ-all-same-prot
GCF_001697265.1_ASM169726v1,WP_003245346.1:9-176,"WP_010886495.1,lig:9-225|pol:326-562;WP_004399261.1,lig:17-197",NA-plasmid,NZ_CP015375.1,0,1,-,WP_003245346.1,-,-,WP_004399261.1;WP_010886495.1,-,Yes-NHEJ,3,135461,1423,Bacillus subtilis subsp. subtilis strain KCTC 3135,Firmicutes,Firmicutes-Bacilli,4211343,10,44,Yes-NHEJ-lig-pol-same_prot
GCF_000191425.1_ASM19142v1,NA-Ku,NA-LigD,NA-plasmid,NC_017513.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,935599,487,Neisseria meningitidis G2136,Proteobacteria,Proteobacteria-Betaproteobacteria,2184862,4,52,No-LigD-domains
GCF_000294715.1_ASM29471v1,NA-Ku,NA-LigD,NA-plasmid,NC_018533.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1225179,803,Bartonella quintana RM-11,Proteobacteria,Proteobacteria-Alphaproteobacteria,1587646,2,39,No-LigD-domains
GCF_000582555.1_ASM58255v1,NA-Ku,"WP_015486195.1,lig:133-248",NA-plasmid,NZ_CP006829.1,0,1,-,-,NA-Ku,-,WP_015486195.1,-,Lig-only,2,1208320,187493,Thalassolituus oleivorans R6-15,Proteobacteria,Proteobacteria-Gammaproteobacteria,3764053,4,47,LigD-only-lig-no-pol
GCF_000262715.1_ASM26271v1,NA-Ku,NA-LigD,NC_017925.1,NC_017924.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1186051,1186051,Blattabacterium sp. (Blaberus giganteus) plasmid pBGIBA,Bacteroidetes,Bacteroidetes-Flavobacteriia,629165,1,26,No-LigD-domains
GCF_000967425.1_ASM96742v1,WP_052639537.1:18-182;WP_052639539.1:13-176,"WP_052642497.1,lig:46-343;WP_052637684.1,lig:46-336;WP_052641306.1,lig:46-338;WP_052639538.1,pe:5-157|lig:237-536|pol:558-800;WP_052637426.1,lig:230-477;WP_052638831.1,lig:46-338",NZ_FO082821.1@NZ_FO082822.1,NZ_FO082820.1,2,1,-,WP_052639537.1;WP_052639539.1,-,WP_052642497.1,WP_052637426.1;WP_052637684.1;WP_052638831.1;WP_052639538.1;WP_052641306.1,-,Yes-NHEJ,3,1125847,1125847,Rhizobium sp. NT-26 plasmid NT26_p2,Proteobacteria,Proteobacteria-Alphaproteobacteria,4239731,3,62,Yes-NHEJ-all-same-prot
GCF_000021005.1_ASM2100v1,WP_015921021.1:13-177;WP_041669644.1:12-176,"WP_012643920.1,lig:220-465;WP_041669376.1,pe:11-167|lig:216-508|pol:576-819",NC_011962.1@NC_011960.1,NC_011963.1@NC_011958.1,2,2,-,WP_015921021.1;WP_041669644.1,-,-,WP_012643920.1;WP_041669376.1,-,Yes-NHEJ,3,557760,1063,Rhodobacter sphaeroides KD131 plasmid pRSKD131B,Proteobacteria,Proteobacteria-Alphaproteobacteria,7603231,4,69,Yes-NHEJ-all-same-prot
GCF_001186445.1_ASM118644v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP012136.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1719,1719,Corynebacterium pseudotuberculosis strain E19,Actinobacteria,Actinobacteria-Corynebacteriales,2367956,4,52,No-LigD-domains
GCF_000463385.1_ASM46338v1,NA-Ku,NA-LigD,NA-plasmid,NC_022237.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,862966,1338,Streptococcus intermedius C270,Firmicutes,Firmicutes-Bacilli,1960728,4,38,No-LigD-domains
GCF_000022605.2_ASM2260v1,NA-Ku,NA-LigD,NC_015679.1,NC_013454.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,331104,624186,Blattabacterium sp. (Blattella germanica) str. Bge plasmid pBge,Bacteroidetes,Bacteroidetes-Flavobacteriia,636850,1,27,No-LigD-domains
GCF_000025065.1_ASM2506v1,NA-Ku,NA-LigD,NA-plasmid,NC_013592.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,590409,204042,Dickeya dadantii Ech586,Proteobacteria,Proteobacteria-Gammaproteobacteria,4818394,7,54,No-LigD-domains
GCF_000210315.1_ASM21031v1,NA-Ku,NA-LigD,NA-plasmid,NC_017337.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,685039,1280,Staphylococcus aureus subsp. aureus ED133,Firmicutes,Firmicutes-Bacilli,2832478,5,33,No-LigD-domains
GCF_000812665.2_ASM81266v2,NA-Ku,NA-LigD,NZ_CP014328.1,NZ_CP014327.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1579316,1579316,Halocynthiibacter arcticus strain PAMC 20958 plasmid,Proteobacteria,Proteobacteria-Alphaproteobacteria,4329554,3,53,No-LigD-domains
GCF_001278075.1_ASM127807v1,WP_005320206.1:10-177;WP_005311961.1:9-184,"WP_053557735.1,lig:5-220;WP_005309108.1,lig:11-330;WP_053556723.1,pol:14-258;WP_005311964.1,pol:14-254;WP_037773272.1,lig:209-454;WP_053557649.1,pol:16-261;WP_005308475.1,pe:9-171",NA-plasmid,NZ_CP011340.1,0,1,-,WP_005311961.1;WP_005320206.1,-,-,WP_005308475.1;WP_053556723.1;WP_005309108.1;WP_037773272.1;WP_005311964.1;WP_053557735.1;WP_053557649.1,-,Yes-NHEJ,3,38300,38300,Streptomyces pristinaespiralis strain HCCB 10218,Actinobacteria,Actinobacteria-Streptomycetales,8532592,6,72,Yes-NHEJ-all-diff-prot
GCF_000196395.1_ASM19639v1,NA-Ku,NA-LigD,NC_009349.1@NC_009350.1@NC_004923.1@NC_004925.1@NC_004924.1,NC_009348.1,5,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,382245,645,Aeromonas salmonicida subsp. salmonicida strain A449 plasmid pAsa3,Proteobacteria,Proteobacteria-Gammaproteobacteria,4702402,9,59,No-LigD-domains
GCF_000816085.1_ASM81608v1,NA-Ku,"WP_039647594.1,lig:151-377",NA-plasmid,NZ_CP008747.1,0,1,-,-,NA-Ku,-,WP_039647594.1,-,Lig-only,2,1284,1284,Staphylococcus hyicus strain ATCC 11249,Firmicutes,Firmicutes-Bacilli,2472129,6,36,LigD-only-lig-no-pol
GCF_900088705.1_26872B01,NA-Ku,NA-LigD,NZ_LT594096.1,NZ_LT594095.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,470,470,Acinetobacter baumannii strain 3027STDY5784958 genome assembly,Proteobacteria,Proteobacteria-Gammaproteobacteria,4042750,6,39,No-LigD-domains
GCF_000189775.2_ASM18977v3,WP_013787382.1:9-191,"WP_013787381.1,lig:21-295",NA-plasmid,NC_015555.1,0,1,-,WP_013787382.1,-,-,WP_013787381.1,-,Yes-NHEJ,3,858215,29329,Thermoanaerobacterium xylanolyticum LX-11,Firmicutes,Firmicutes-Clostridia,2534358,5,35,Yes-NHEJ-lig-no-pol
GCF_000422125.1_ASM42212v1,WP_003404795.1:9-192,"WP_003401386.1,pol:18-264;WP_003899657.1,pol:15-263;WP_003898655.1,pe:299-435|lig:471-756|pol:9-255;WP_003420435.1,lig:11-264;WP_003415991.1,lig:203-445",NA-plasmid,NC_021740.1,0,1,-,WP_003404795.1,-,-,WP_003401386.1;WP_003898655.1;WP_003415991.1;WP_003899657.1;WP_003420435.1,-,Yes-NHEJ,3,1306414,1773,Mycobacterium tuberculosis EAI5,Actinobacteria,Actinobacteria-Corynebacteriales,4391174,1,66,Yes-NHEJ-all-same-prot
GCF_001277175.1_ASM127717v1,NA-Ku,NA-LigD,NZ_CP012258.1,NZ_CP012257.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1074000,535744,Cronobacter universalis NCTC 9529 plasmid pCUNV1,Proteobacteria,Proteobacteria-Gammaproteobacteria,4307096,7,58,No-LigD-domains
GCF_000828795.1_ASM82879v1,NA-Ku,NA-LigD,NA-plasmid,NZ_AP013357.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1401639,470,Acinetobacter baumannii NCGM 237 DNA,Proteobacteria,Proteobacteria-Gammaproteobacteria,4021920,6,39,No-LigD-domains
GCF_001447115.1_ASM144711v1,NA-Ku,NA-LigD,NZ_CP013221.1@NZ_CP013223.1,NZ_CP013222.1,2,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,58712,28901,Salmonella enterica subsp. enterica serovar Anatum strain GT-01 plasmid PDM03,Proteobacteria,Proteobacteria-Gammaproteobacteria,4879815,8,52,No-LigD-domains
GCF_000521585.1_ASM52158v1,NA-Ku,NA-LigD,NZ_CP002704.1,NZ_CP002703.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1009859,9,Buchnera aphidicola str. F009 (Myzus persicae) plasmid pLeu,Proteobacteria,Proteobacteria-Gammaproteobacteria,643510,1,25,No-LigD-domains
GCF_001483845.1_ASM148384v1,NA-Ku,"WP_002779410.1,lig:77-230",NZ_CP013736.1@NZ_CP013735.1@NZ_CP013734.1,NZ_CP013733.1,3,1,-,-,NA-Ku,-,WP_002779410.1,-,Lig-only,2,195,195,Campylobacter coli strain OR12 plasmid pOR12Vir,Proteobacteria,Proteobacteria-Epsilonproteobacteria,2033903,3,31,LigD-only-lig-no-pol
GCF_000758305.1_ASM75830v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP009458.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,158822,158822,Cedecea neteri strain M006,Proteobacteria,Proteobacteria-Gammaproteobacteria,4965436,7,54,No-LigD-domains
GCF_001483945.1_ASM148394v1,WP_058895709.1:10-196,"WP_058895708.1,pe:8-165|lig:221-525|pol:570-813",NA-plasmid,NZ_CP013737.1,0,1,-,WP_058895709.1,-,-,WP_058895708.1,-,Yes-NHEJ,3,1078773,80842,Herbaspirillum rubrisubalbicans M1,Proteobacteria,Proteobacteria-Betaproteobacteria,5611261,3,62,Yes-NHEJ-all-same-prot
GCF_001623825.1_ASM162382v1,NA-Ku,NA-LigD,NZ_CP014980.1,NZ_CP014979.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1454640,28901,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC H2662 plasmid pSTY1-H2662,Proteobacteria,Proteobacteria-Gammaproteobacteria,4891681,7,52,No-LigD-domains
GCF_000422085.1_ASM42208v1,NA-Ku,NA-LigD,NC_021742.1,NC_021741.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1346614,614,Serratia liquefaciens ATCC 27592 plasmid,Proteobacteria,Proteobacteria-Gammaproteobacteria,5238612,7,55,No-LigD-domains
GCF_001610635.1_ASM161063v1,WP_005066336.1:10-189,"WP_005109719.1,pe:314-466|lig:495-778|pol:26-275;WP_005071478.1,pol:9-252;WP_005063089.1,pol:15-264;WP_005136533.1,lig:11-259",NA-plasmid,NZ_CP014959.1,0,1,-,WP_005066336.1,-,-,WP_005136533.1;WP_005063089.1;WP_005109719.1;WP_005071478.1,-,Yes-NHEJ,3,36809,36809,Mycobacterium abscessus strain FLAC048,Actinobacteria,Actinobacteria-Corynebacteriales,4939234,1,64,Yes-NHEJ-all-same-prot
GCF_000019925.1_ASM1992v1,WP_012372657.1:11-197,"WP_012372656.1,pe:7-177|lig:264-577|pol:660-902",NC_010553.1,NC_010551.1@NC_010552.1@NC_010557.1,1,3,-,WP_012372657.1,-,-,WP_012372656.1,-,Yes-NHEJ,3,398577,152480,Burkholderia ambifaria MC40-6 plasmid pBMC401,Proteobacteria,Proteobacteria-Betaproteobacteria,13553941,6,67,Yes-NHEJ-all-same-prot
GCF_000277245.1_ASM27724v1,NA-Ku,NA-LigD,NA-plasmid,NC_017048.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1105098,782,Rickettsia prowazekii str. GvV257,Proteobacteria,Proteobacteria-Alphaproteobacteria,1111969,1,29,No-LigD-domains
GCF_000452705.1_ASM45270v3,WP_024645509.1:10-195,"WP_025389088.1,lig:343-457;WP_025390185.1,pe:7-163|lig:236-535|pol:574-815",NZ_CP007015.1,NZ_CP007014.1,1,1,-,WP_024645509.1,-,-,WP_025389088.1;WP_025390185.1,-,Yes-NHEJ,3,1357279,317,Pseudomonas syringae CC1557 plasmid pCC1557,Proteobacteria,Proteobacteria-Gammaproteobacteria,5758024,5,59,Yes-NHEJ-all-same-prot
GCF_000418345.1_ASM41834v1,NA-Ku,NA-LigD,NC_021657.1,NC_021670.1,1,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1321369,1280,Staphylococcus aureus Bmb9393 plasmid pBmb9393,Firmicutes,Firmicutes-Bacilli,2980548,5,33,No-LigD-domains
GCF_001691455.1_ASM169145v1,WP_037093041.1:12-176;WP_037093010.1:13-178;WP_034497990.1:13-178;WP_037092577.1:13-196,"WP_037093009.1,lig:42-335;WP_037093003.1,pe:8-165|lig:253-548|pol:603-831;WP_004440496.1,lig:223-473;WP_037094570.1,lig:43-343;WP_037094714.1,lig:46-343;WP_052114249.1,pol:11-254",NA-plasmid,NZ_CP016320.1@NZ_CP016433.1,0,2,-,WP_037092577.1;WP_034497990.1;WP_037093010.1;WP_037093041.1,-,-,WP_004440496.1;WP_037094570.1;WP_037094714.1;WP_052114249.1;WP_037093003.1;WP_037093009.1,-,Yes-NHEJ,3,1869170,1869170,Rhizobium sp. S41 chromosome 2,Proteobacteria,Proteobacteria-Alphaproteobacteria,8479290,6,59,Yes-NHEJ-all-same-prot
GCF_000349765.1_ASM34976v1,NA-Ku,NA-LigD,NA-plasmid,NC_020833.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,1249531,75985,Mannheimia haemolytica USDA-ARS-USMARC-183,Proteobacteria,Proteobacteria-Gammaproteobacteria,2658332,6,41,No-LigD-domains
GCF_000016145.1_ASM1614v1,WP_003404795.1:9-192,"WP_003401386.1,pol:18-264;WP_003912069.1,lig:203-445;WP_003899657.1,pol:15-263;WP_003917239.1,lig:11-264;WP_003911307.1,pe:299-435|lig:471-756|pol:9-255",NA-plasmid,NC_009525.1,0,1,-,WP_003404795.1,-,-,WP_003401386.1;WP_003911307.1;WP_003912069.1;WP_003899657.1;WP_003917239.1,-,Yes-NHEJ,3,419947,1773,Mycobacterium tuberculosis H37Ra,Actinobacteria,Actinobacteria-Corynebacteriales,4419977,1,66,Yes-NHEJ-all-same-prot
GCF_001548175.1_ASM154817v1,WP_000557738.1:10-193,NA-LigD,NZ_AP014865.1@NZ_AP014866.1@NZ_AP014867.1@NZ_AP014868.1@NZ_AP014869.1@NZ_AP014870.1@NZ_AP014871.1@NZ_AP014872.1,NZ_AP014864.1,8,1,-,WP_000557738.1,-,-,-,NA-Lig,Ku-only,1,1442,1428,Bacillus thuringiensis serovar tolworthi plasmid pKK8 DNA,Firmicutes,Firmicutes-Bacilli,5896839,12,35,No-LigD-domains
GCF_000023905.1_ASM2390v1,NA-Ku,NA-LigD,NA-plasmid,NC_013192.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,523794,40542,Leptotrichia buccalis DSM 1135,Fusobacteria,Fusobacteria-Fusobacteriales,2465610,5,30,No-LigD-domains
GCF_000191145.1_ASM19114v1,NA-Ku,NA-LigD,NA-plasmid,NC_016603.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,871585,48296,Acinetobacter calcoaceticus PHEA-2 chromosome,Proteobacteria,Proteobacteria-Gammaproteobacteria,3862530,2,39,No-LigD-domains
GCF_001747445.1_ASM174744v1,WP_014479613.1:9-176,"WP_069837465.1,lig:9-225|pol:326-562",NZ_CP015223.1,NZ_CP015222.1,1,1,-,WP_014479613.1,-,-,WP_069837465.1,-,Yes-NHEJ,3,1423,1423,Bacillus subtilis strain HRBS-10TDI13 plasmid unnamed,Firmicutes,Firmicutes-Bacilli,4186269,10,43,Yes-NHEJ-lig-pol-same_prot
GCF_000015985.1_ASM1598v1,WP_011841495.1:13-176;WP_011841496.1:12-176,"WP_009562443.1,lig:220-465;WP_011840955.1,pe:11-167|lig:216-508|pol:574-817",NC_009040.1,NC_009049.1@NC_009050.1,1,2,-,WP_011841495.1;WP_011841496.1,-,-,WP_009562443.1;WP_011840955.1,-,Yes-NHEJ,3,349101,1063,Rhodobacter sphaeroides ATCC 17029 plasmid pRSPH01,Proteobacteria,Proteobacteria-Alphaproteobacteria,7514495,4,69,Yes-NHEJ-all-same-prot
GCF_001753125.1_ASM175312v1,NA-Ku,NA-LigD,NA-plasmid,NZ_CP015945.1,0,1,-,-,NA-Ku,-,-,NA-Lig,No-NHEJ,0,446,446,Legionella pneumophila strain C11_O,Proteobacteria,Proteobacteria-Gammaproteobacteria,3416875,3,38,No-LigD-domains
