From	Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Length	Proteomes
A0A0B5JZ07	A0A0B5JZ07	unreviewed	A0A0B5JZ07_PSEDL	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	CMV24_21315	Pseudomonas plecoglossicida	309	UP000218102: Unassembled WGS sequence
A0A0B6S0Z7	A0A0B6S0Z7	unreviewed	A0A0B6S0Z7_BURPL	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA BGL_1c36170	Burkholderia plantarii	331	UP000031838: Chromosome 1
A0A0B8NX54	A0A0B8NX54	unreviewed	A0A0B8NX54_9VIBR	DNA-3-methyladenine glycosylase AlkA N-terminal domain-containing protein	JCM19231_4742	Vibrio ishigakensis	76	UP000031671: Unassembled WGS sequence
A0A0B8NYU0	A0A0B8NYU0	unreviewed	A0A0B8NYU0_9VIBR	ADA regulatory protein	JCM19231_4743	Vibrio ishigakensis	173	UP000031671: Unassembled WGS sequence
A0A0B8PFQ8	A0A0B8PFQ8	unreviewed	A0A0B8PFQ8_9VIBR	ADA regulatory protein	JCM19232_2748	Vibrio ishigakensis	173	UP000031670: Unassembled WGS sequence
A0A0B8PT46	A0A0B8PT46	unreviewed	A0A0B8PT46_9VIBR	DNA-3-methyladenine glycosylase AlkA N-terminal domain-containing protein	JCM19232_2747	Vibrio ishigakensis	81	UP000031670: Unassembled WGS sequence
A0A0B8QVE0	A0A0B8QVE0	unreviewed	A0A0B8QVE0_9VIBR	ADA regulatory protein	JCM19241_4804	Vibrio ishigakensis	207	UP000031666: Unassembled WGS sequence
A0A0B9AMH2	A0A0B9AMH2	unreviewed	A0A0B9AMH2_BRELN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	AE0388_2497	Brevibacterium linens	485	UP000031488: Unassembled WGS sequence
A0A0B9G5T7	A0A0B9G5T7	unreviewed	A0A0B9G5T7_9GAMM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	RJ45_08735	Photobacterium gaetbulicola	459	UP000031278: Unassembled WGS sequence
A0A0C1EMT6	A0A0C1EMT6	unreviewed	A0A0C1EMT6_9BACT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA DB43_GB00060	Parachlamydia acanthamoebae	532	UP000031307: Unassembled WGS sequence
A0A0C1H7C7	A0A0C1H7C7	unreviewed	A0A0C1H7C7_9BACT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA_2 DB44_FL00030	Candidatus Protochlamydia amoebophila	486	UP000031465: Unassembled WGS sequence
A0A0C1MU38	A0A0C1MU38	unreviewed	A0A0C1MU38_9GAMM	ADA regulatory protein	JF50_06465	Pseudoalteromonas luteoviolacea	453	UP000031327: Unassembled WGS sequence
A0A0C1Z6G8	A0A0C1Z6G8	unreviewed	A0A0C1Z6G8_9VIBR	3-methyladenine DNA glycosylase	H735_13235	Vibrio owensii CAIM 1854 = LMG 25443	455	UP000031586: Unassembled WGS sequence
A0A0C2CZA9	A0A0C2CZA9	unreviewed	A0A0C2CZA9_9BACT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	DB30_06174	Enhygromyxa salina	460	UP000031599: Unassembled WGS sequence
A0A0C2HW83	A0A0C2HW83	unreviewed	A0A0C2HW83_9PSED	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	UCMB321_4678	Pseudomonas batumici	498	UP000031535: Unassembled WGS sequence
A0A0C3A465	A0A0C3A465	unreviewed	A0A0C3A465_RHOER	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	BS297_08055	Rhodococcus erythropolis (Arthrobacter picolinophilus)	281	UP000325576: Unassembled WGS sequence
A0A0C3IAG1	A0A0C3IAG1	unreviewed	A0A0C3IAG1_9VIBR	3-methyladenine DNA glycosylase	SU60_08760	Vibrio mytili	455	UP000031977: Unassembled WGS sequence
A0A0C4Y8J8	A0A0C4Y8J8	unreviewed	A0A0C4Y8J8_9BURK	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	RR42_s0139	Cupriavidus basilensis	522	UP000031843: Chromosome secondary
A0A0C5G0M5	A0A0C5G0M5	unreviewed	A0A0C5G0M5_9ACTN	AraC family transcriptional regulator	TU94_26385	Streptomyces cyaneogriseus subsp. noncyanogenus	471	UP000032234: Chromosome
A0A0C5GJI0	A0A0C5GJI0	unreviewed	A0A0C5GJI0_9ACTN	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (EC 2.1.1.n11) (EC 3.2.2.21) (Regulatory protein AlkA)	TU94_27340	Streptomyces cyaneogriseus subsp. noncyanogenus	489	UP000032234: Chromosome
A0A0C5JAR3	A0A0C5JAR3	unreviewed	A0A0C5JAR3_9PROT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	PG1C_12245	Rugosibacter aromaticivorans	306	UP000061603: Chromosome
A0A0C5VB73	A0A0C5VB73	unreviewed	A0A0C5VB73_9GAMM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	YC6258_04563	Gynuella sunshinyii YC6258	300	UP000032266: Chromosome
A0A0C5WNG8	A0A0C5WNG8	unreviewed	A0A0C5WNG8_9GAMM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	H744_1c1596	Photobacterium gaetbulicola Gung47	458	UP000032303: Chromosome 1
A0A0D0ILF1	A0A0D0ILF1	unreviewed	A0A0D0ILF1_9MICO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	SD72_12010	Leucobacter komagatae	556	UP000032120: Unassembled WGS sequence
A0A0D0J3T9	A0A0D0J3T9	unreviewed	A0A0D0J3T9_9PSED	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	RU08_12330	Pseudomonas fulva	292	UP000032068: Unassembled WGS sequence
A0A0D0M880	A0A0D0M880	unreviewed	A0A0D0M880_VARPD	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	RT97_22535	Variovorax paradoxus	536	UP000032067: Unassembled WGS sequence
A0A0D0N5Q3	A0A0D0N5Q3	unreviewed	A0A0D0N5Q3_KITGR	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	TR51_32955	Kitasatospora griseola (Streptomyces griseolosporeus)	479	UP000032066: Unassembled WGS sequence
A0A0D0TLM3	A0A0D0TLM3	unreviewed	A0A0D0TLM3_PSEFL	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA PFLU3_27290	Pseudomonas fluorescens	251	UP000032210: Unassembled WGS sequence
A0A0D0X0V6	A0A0D0X0V6	unreviewed	A0A0D0X0V6_9ACTN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	TK50_19605	Micromonospora haikouensis	474	UP000032254: Unassembled WGS sequence
A0A0D1LJ46	A0A0D1LJ46	unreviewed	A0A0D1LJ46_9MYCO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	TL10_01390	Mycolicibacterium llatzerense	503	UP000032221: Unassembled WGS sequence
A0A0D4BWE9	A0A0D4BWE9	unreviewed	A0A0D4BWE9_9MICC	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	UM93_02140	Psychromicrobium lacuslunae	503	UP000061839: Chromosome
A0A0D5CJ64	A0A0D5CJ64	unreviewed	A0A0D5CJ64_9MICO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	VO01_09600	Clavibacter michiganensis subsp. insidiosus	315	UP000032604: Chromosome
A0A0D5XW92	A0A0D5XW92	unreviewed	A0A0D5XW92_9PSED	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	PCL1606_15470	Pseudomonas chlororaphis	289	UP000032748: Chromosome
A0A0D7CG88	A0A0D7CG88	unreviewed	A0A0D7CG88_9ACTN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	SNA_26730	Streptomyces natalensis ATCC 27448	503	UP000032458: Unassembled WGS sequence
A0A0D7CGU5	A0A0D7CGU5	unreviewed	A0A0D7CGU5_9ACTN	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (EC 2.1.1.n11) (EC 3.2.2.21) (Regulatory protein AlkA)	SNA_28535	Streptomyces natalensis ATCC 27448	491	UP000032458: Unassembled WGS sequence
A0A0D7E7F3	A0A0D7E7F3	unreviewed	A0A0D7E7F3_STUST	DNA-3-methyladenine glycosidase	LO50_13205	Stutzerimonas stutzeri (Pseudomonas stutzeri)	128	UP000032439: Unassembled WGS sequence
A0A0D8BJJ4	A0A0D8BJJ4	unreviewed	A0A0D8BJJ4_9ACTN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	FF36_01300	Frankia torreyi	533	UP000032545: Unassembled WGS sequence
A0A0D8FUB5	A0A0D8FUB5	unreviewed	A0A0D8FUB5_9ACTN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA FEAC_24020	Ferrimicrobium acidiphilum DSM 19497	501	UP000032336: Unassembled WGS sequence
A0A0D8W597	A0A0D8W597	unreviewed	A0A0D8W597_ECOLX	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA D3C88_22715 NCTC9001_02313	Escherichia coli	282	UP000284508: Unassembled WGS sequence; UP000372890: Unassembled WGS sequence
A0A0D8WN17	A0A0D8WN17	unreviewed	A0A0D8WN17_ECOLX	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA BKL28_000628 HLZ39_20355 NCTC10764_01179	Escherichia coli	285	UP000255201: Unassembled WGS sequence; UP000528199: Unassembled WGS sequence; UP000842519: Unassembled WGS sequence
A0A0E0XYJ0	A0A0E0XYJ0	unreviewed	A0A0E0XYJ0_ECO1C	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	O3K_09085	Escherichia coli O104:H4 (strain 2011C-3493)	285	UP000006167: Chromosome
A0A0E1W681	A0A0E1W681	unreviewed	A0A0E1W681_BURPE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA BURPS1710A_0386	Burkholderia pseudomallei 1710a	304	UP000001812: Chromosome I
A0A0E2L595	A0A0E2L595	unreviewed	A0A0E2L595_ECOU3	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	G925_02061	Escherichia coli (strain UMEA 3162-1)	282	UP000016035: Unassembled WGS sequence
A0A0E3YD55	A0A0E3YD55	unreviewed	A0A0E3YD55_9BURK	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	MB84_13695	Pandoraea oxalativorans	498	UP000035050: Chromosome
A0A0E3YZL8	A0A0E3YZL8	unreviewed	A0A0E3YZL8_9GAMM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	WQ53_01655	Pseudoxanthomonas suwonensis	507	UP000033067: Chromosome
A0A0E4H068	A0A0E4H068	unreviewed	A0A0E4H068_MYCLN	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (EC 2.1.1.n11) (EC 3.2.2.21) (Regulatory protein AlkA)	BN1232_04389	Mycobacterium lentiflavum	498	UP000199251: Unassembled WGS sequence
A0A0E8B7H2	A0A0E8B7H2	unreviewed	A0A0E8B7H2_MYCTX	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (EC 2.1.1.n11) (EC 3.2.2.21) (Regulatory protein AlkA)	alkA A4S10_01400 DKC2_1405 DSJ38_13285 ERS094118_04046	Mycobacterium tuberculosis	496	UP000050139: Unassembled WGS sequence; UP000189452: Chromosome; UP000256381: Unassembled WGS sequence; UP000300237: Chromosome 1
A0A0F0H9R6	A0A0F0H9R6	unreviewed	A0A0F0H9R6_LENAE	AraC family transcriptional regulator	UK23_03780	Lentzea aerocolonigenes (Lechevalieria aerocolonigenes) (Saccharothrix aerocolonigenes)	428	UP000033393: Unassembled WGS sequence
A0A0F0KNV2	A0A0F0KNV2	unreviewed	A0A0F0KNV2_9MICO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA RN51_01901	Microbacterium oxydans	503	UP000033725: Unassembled WGS sequence
A0A0F0KVQ5	A0A0F0KVQ5	unreviewed	A0A0F0KVQ5_9MICO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA_1 RL72_02104	Microbacterium azadirachtae	527	UP000033448: Unassembled WGS sequence
A0A0F0KWC1	A0A0F0KWC1	unreviewed	A0A0F0KWC1_9MICO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA_1 RN50_00749	Microbacterium foliorum	495	UP000033572: Unassembled WGS sequence
A0A0F0L9P4	A0A0F0L9P4	unreviewed	A0A0F0L9P4_9MICO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA_2 RS83_02029	Microbacterium oxydans	490	UP000033640: Unassembled WGS sequence
A0A0F0LJC3	A0A0F0LJC3	unreviewed	A0A0F0LJC3_9MICO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA RS86_01887	Microbacterium azadirachtae	520	UP000033740: Unassembled WGS sequence
A0A0F0LXP1	A0A0F0LXP1	unreviewed	A0A0F0LXP1_9MICO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA RR49_00225	Microbacterium ginsengisoli	492	UP000033451: Unassembled WGS sequence
A0A0F1AYE4	A0A0F1AYE4	unreviewed	A0A0F1AYE4_9ENTR	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	SS37_11515	Enterobacter sichuanensis	290	UP000033352: Unassembled WGS sequence
A0A0F2T6V3	A0A0F2T6V3	unreviewed	A0A0F2T6V3_STRR3	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	VM95_35820	Streptomyces rubellomurinus (strain ATCC 31215)	507	UP000033699: Unassembled WGS sequence
A0A0F3TBL2	A0A0F3TBL2	unreviewed	A0A0F3TBL2_ECOLX	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA BG944_003304 HKA49_000500	Escherichia coli	285	UP000521994: Unassembled WGS sequence; UP000842385: Unassembled WGS sequence
A0A0F4JEP2	A0A0F4JEP2	unreviewed	A0A0F4JEP2_9ACTN	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (EC 2.1.1.n11) (EC 3.2.2.21) (Regulatory protein AlkA)	VR44_16220	Streptomyces katrae	496	UP000033551: Unassembled WGS sequence
A0A0F4NLR2	A0A0F4NLR2	unreviewed	A0A0F4NLR2_9VIBR	3-methyladenine DNA glycosylase	TW81_12380	Vibrio galatheae	454	UP000033673: Unassembled WGS sequence
A0A0F4PSU2	A0A0F4PSU2	unreviewed	A0A0F4PSU2_9GAMM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	TW72_00975	Pseudoalteromonas ruthenica	449	UP000033664: Unassembled WGS sequence
A0A0F4QZI5	A0A0F4QZI5	unreviewed	A0A0F4QZI5_9GAMM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	TW77_02560	Pseudoalteromonas rubra	452	UP000033452: Unassembled WGS sequence
A0A0F4TFX2	A0A0F4TFX2	unreviewed	A0A0F4TFX2_PSEFL	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	VC35_20400	Pseudomonas fluorescens	287	UP000033588: Unassembled WGS sequence
A0A0F5MT70	A0A0F5MT70	unreviewed	A0A0F5MT70_9MYCO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	BST15_14410 WR43_16470	Mycolicibacter arupensis	501	UP000034416: Unassembled WGS sequence; UP000192327: Unassembled WGS sequence
A0A0F5VBU4	A0A0F5VBU4	unreviewed	A0A0F5VBU4_9GAMM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	KY46_12915	Photobacterium halotolerans	468	UP000033633: Unassembled WGS sequence
A0A0F6AFJ1	A0A0F6AFJ1	unreviewed	A0A0F6AFJ1_9GAMM	HTH araC/xylS-type domain-containing protein	N479_05965	Pseudoalteromonas luteoviolacea S4054	453	UP000033434: Unassembled WGS sequence
A0A0F6B3H6	A0A0F6B3H6	unreviewed	A0A0F6B3H6_SALT1	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA STM14_2621	Salmonella typhimurium (strain 14028s / SGSC 2262)	323	UP000002695: Chromosome
A0A0F6RFF0	A0A0F6RFF0	unreviewed	A0A0F6RFF0_CITAM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	F384_11120	Citrobacter amalonaticus Y19	289	UP000034085: Chromosome
A0A0F6TRB6	A0A0F6TRB6	unreviewed	A0A0F6TRB6_9GAMM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	TQ33_1570	Kangiella geojedonensis	455	UP000034071: Chromosome
A0A0F6UEM8	A0A0F6UEM8	unreviewed	A0A0F6UEM8_PSEAI	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA GUL26_20800 IPC1295_05180 PAERUG_P19_London_7_VIM_2_05_10_06409	Pseudomonas aeruginosa	297	UP000045039: Unassembled WGS sequence; UP000284767: Unassembled WGS sequence; UP000644192: Unassembled WGS sequence
A0A0F6YIE9	A0A0F6YIE9	unreviewed	A0A0F6YIE9_9BACT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	DB32_003002	Sandaracinus amylolyticus	476	UP000034883: Chromosome
A0A0F7D0S1	A0A0F7D0S1	unreviewed	A0A0F7D0S1_SERFO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA NCTC13193_04348	Serratia fonticola	502	UP000270487: Chromosome 1
A0A0F7FEV7	A0A0F7FEV7	unreviewed	A0A0F7FEV7_PAEDU	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	VK70_23460	Paenibacillus durus ATCC 35681	299	UP000034189: Chromosome
A0A0F7FZ30	A0A0F7FZ30	unreviewed	A0A0F7FZ30_9ACTN	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	SXIM_46960	Streptomyces xiamenensis	485	UP000034034: Chromosome
A0A0F7J7Z1	A0A0F7J7Z1	unreviewed	A0A0F7J7Z1_SALTM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA AAB27_02975 AU613_16700 DD95_00250 E0935_06340 GB171_10005 SE14_02330	Salmonella typhimurium	289	UP000034636: Chromosome; UP000054461: Unassembled WGS sequence; UP000839581: Unassembled WGS sequence; UP000839595: Unassembled WGS sequence; UP000885258: Unassembled WGS sequence
A0A0F7VTW2	A0A0F7VTW2	unreviewed	A0A0F7VTW2_STRLW	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA	sle_15250	Streptomyces leeuwenhoekii	467	UP000035016: Chromosome Chromosome
A0A0F7VV19	A0A0F7VV19	unreviewed	A0A0F7VV19_STRLW	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (EC 2.1.1.n11) (EC 3.2.2.21) (Regulatory protein AlkA)	sle_13290	Streptomyces leeuwenhoekii	493	UP000035016: Chromosome Chromosome
A0A0F9DWP0	A0A0F9DWP0	unreviewed	A0A0F9DWP0_9ZZZZ	DNA-3-methyladenine glycosylase AlkA N-terminal domain-containing protein	LCGC14_2438440	marine sediment metagenome	182	
A0A0F9E0X8	A0A0F9E0X8	unreviewed	A0A0F9E0X8_9ZZZZ	HTH araC/xylS-type domain-containing protein	LCGC14_2132750	marine sediment metagenome	319	
A0A0F9K143	A0A0F9K143	unreviewed	A0A0F9K143_9ZZZZ	HTH araC/xylS-type domain-containing protein	LCGC14_1759590	marine sediment metagenome	478	
A0A0F9LQH3	A0A0F9LQH3	unreviewed	A0A0F9LQH3_9ZZZZ	HTH araC/xylS-type domain-containing protein	LCGC14_1186340	marine sediment metagenome	450	
A0A0F9VV81	A0A0F9VV81	unreviewed	A0A0F9VV81_9ZZZZ	HTH araC/xylS-type domain-containing protein	LCGC14_0041350	marine sediment metagenome	488	
A0A0G3BG70	A0A0G3BG70	unreviewed	A0A0G3BG70_9BURK	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	adaalkA AAW51_1606	Caldimonas brevitalea	510	UP000035352: Chromosome
A0A0G3ER95	A0A0G3ER95	unreviewed	A0A0G3ER95_9BURK	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	ABW99_10200	Pandoraea thiooxydans	482	UP000036700: Chromosome
A0A0G3STH2	A0A0G3STH2	unreviewed	A0A0G3STH2_SERMA	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	AN695_0204335 DKC05_21565 DMW51_23565	Serratia marcescens	496	UP000050489: Unassembled WGS sequence; UP000245399: Chromosome; UP000247823: Unassembled WGS sequence
A0A0G3Z285	A0A0G3Z285	unreviewed	A0A0G3Z285_9BURK	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	J4M89_22110 JIN94_24610 LXE91_04795 QZM56_31880	Burkholderia contaminans	319	UP000611459: Unassembled WGS sequence; UP000664048: Unassembled WGS sequence; UP001172109: Unassembled WGS sequence; UP001220209: Chromosome 1
A0A0G8TXL1	A0A0G8TXL1	unreviewed	A0A0G8TXL1_XANPE	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	DB769_13215 G3W61_00965 XP315_18435	Xanthomonas perforans	487	UP000035369: Unassembled WGS sequence; UP000289372: Unassembled WGS sequence; UP000471082: Unassembled WGS sequence
A0A0G9HA14	A0A0G9HA14	unreviewed	A0A0G9HA14_9GAMM	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	Y882_06655	Dyella japonica DSM 16301	496	UP000035481: Unassembled WGS sequence
A0A0H2KLM2	A0A0H2KLM2	unreviewed	A0A0H2KLM2_9MICO	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	FB00_14365	Cellulosimicrobium funkei	535	UP000035265: Unassembled WGS sequence
A0A0H2LZ58	A0A0H2LZ58	unreviewed	A0A0H2LZ58_VARPD	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA2 VPARA_34770	Variovorax paradoxus	533	UP000035170: Unassembled WGS sequence
A0A0H2MJ84	A0A0H2MJ84	unreviewed	A0A0H2MJ84_9PROT	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	WH96_03855	Kiloniella spongiae	454	UP000035444: Unassembled WGS sequence
A0A0H2VA63	A0A0H2VA63	unreviewed	A0A0H2VA63_ECOL6	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA c2595	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	282	UP000001410: Chromosome
A0A0H2VY23	A0A0H2VY23	unreviewed	A0A0H2VY23_SHIFL	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA SF2133	Shigella flexneri	282	UP000001006: Chromosome
A0A0H2WHJ0	A0A0H2WHJ0	unreviewed	A0A0H2WHJ0_BURMA	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA BMA0116	Burkholderia mallei (strain ATCC 23344)	298	UP000006693: Chromosome 1
A0A0H2WNE6	A0A0H2WNE6	unreviewed	A0A0H2WNE6_SALPA	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA SPA0742 GNB70_003153	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	289	UP000008185: Chromosome
A0A0H2X5U0	A0A0H2X5U0	unreviewed	A0A0H2X5U0_XANC8	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	XC_1465	Xanthomonas campestris pv. campestris (strain 8004)	487	UP000000420: Chromosome
A0A0H2XRJ2	A0A0H2XRJ2	unreviewed	A0A0H2XRJ2_BURO1	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	Bcen_2538	Burkholderia orbicola (strain AU 1054)	319	
A0A0H2Z0E5	A0A0H2Z0E5	unreviewed	A0A0H2Z0E5_ECOK1	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA APECO1_1159	Escherichia coli O1:K1 / APEC	282	UP000008216: Chromosome
A0A0H2Z8E4	A0A0H2Z8E4	unreviewed	A0A0H2Z8E4_PSEAB	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA PA14_42700	Pseudomonas aeruginosa (strain UCBPP-PA14)	297	UP000000653: Chromosome
A0A0H2ZU54	A0A0H2ZU54	unreviewed	A0A0H2ZU54_MYCA1	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (EC 2.1.1.n11) (EC 3.2.2.21) (Regulatory protein AlkA)	MAV_1537	Mycobacterium avium (strain 104)	499	UP000001574: Chromosome
A0A0H3AGF3	A0A0H3AGF3	unreviewed	A0A0H3AGF3_VIBC3	Transcriptional regulator, Ada family/DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	VC0395_0222	Vibrio cholerae serotype O1 (strain ATCC 39541 / Classical Ogawa 395 / O395)	452	UP000000249: Chromosome 1
A0A0H3BUZ3	A0A0H3BUZ3	unreviewed	A0A0H3BUZ3_SALNS	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	SNSL254_A2308	Salmonella newport (strain SL254)	289	UP000008824: Chromosome
A0A0H3CNK4	A0A0H3CNK4	unreviewed	A0A0H3CNK4_ENTCC	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	ECL_03391	Enterobacter cloacae subsp. cloacae (strain ATCC 13047 / DSM 30054 / NBRC 13535 / NCTC 10005 / WDCM 00083 / NCDC 279-56)	290	UP000002363: Chromosome
A0A0H3D9C8	A0A0H3D9C8	unreviewed	A0A0H3D9C8_AMYMU	Probable bifunctional transcriptional activator/DNA repair enzyme AlkA (EC 2.1.1.n11) (EC 3.2.2.21) (Regulatory protein AlkA)	alkA AMED_4917	Amycolatopsis mediterranei (strain U-32)	487	UP000000328: Chromosome
A0A0H3DGD7	A0A0H3DGD7	unreviewed	A0A0H3DGD7_AMYMU	Adenosine deaminase/DNA-3-methyladenine glycosylase/8-oxoguanine DNA glycosylase	alkA AMED_8048	Amycolatopsis mediterranei (strain U-32)	479	UP000000328: Chromosome
A0A0H3ELR2	A0A0H3ELR2	unreviewed	A0A0H3ELR2_ECO8N	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	NRG857_10515	Escherichia coli O83:H1 (strain NRG 857C / AIEC)	282	UP000008614: Chromosome
A0A0H3FFR0	A0A0H3FFR0	unreviewed	A0A0H3FFR0_RAHSY	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	Rahaq_3284	Rahnella sp. (strain Y9602)	290	UP000007257: Chromosome
A0A0H3GVA4	A0A0H3GVA4	unreviewed	A0A0H3GVA4_KLEPH	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	KPHS_35790	Klebsiella pneumoniae subsp. pneumoniae (strain HS11286)	282	UP000007841: Chromosome
A0A0H3HFP0	A0A0H3HFP0	unreviewed	A0A0H3HFP0_BURP2	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	BP1026B_I0095	Burkholderia pseudomallei (strain 1026b)	313	UP000010087: Chromosome 1
A0A0H3HGY5	A0A0H3HGY5	unreviewed	A0A0H3HGY5_KLEM8	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	KOX_25250	Klebsiella michiganensis (strain ATCC 8724 / DSM 4798 / JCM 20051 / NBRC 3318 / NRRL B-199 / KCTC 1686 / BUCSAV 143 / CCM 1901)	282	UP000007843: Chromosome
A0A0H3KB78	A0A0H3KB78	unreviewed	A0A0H3KB78_BURM1	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	alkA BMULJ_00085	Burkholderia multivorans (strain ATCC 17616 / 249)	323	UP000008815: Chromosome 1
A0A0H3KIY8	A0A0H3KIY8	unreviewed	A0A0H3KIY8_BURM1	Methylated-DNA-[protein]-cysteine S-methyltransferase (EC 2.1.1.63)	ada BMULJ_03351	Burkholderia multivorans (strain ATCC 17616 / 249)	487	UP000008815: Chromosome 2
A0A0H3L1H5	A0A0H3L1H5	unreviewed	A0A0H3L1H5_PANAA	DNA-3-methyladenine glycosylase II (EC 3.2.2.21)	ada PAJ_0512	Pantoea ananatis (strain AJ13355)	480	UP000006690: Chromosome
